r val absval
6.090400000000000258e-01 -3.091627242774038997e+00 1.284994205942565915e-01
6.091199999999999948e-01 -3.118681109061719692e+00 1.296238789683787362e-01
6.091999999999999638e-01 -3.145728731521470145e+00 1.307480778260041443e-01
6.092799999999999327e-01 -3.172770086676928614e+00 1.318720161913686795e-01
6.093600000000000128e-01 -3.199805151036432704e+00 1.329956930880722976e-01
6.094399999999999817e-01 -3.226833901092867940e+00 1.341191075390727183e-01
6.095199999999999507e-01 -3.253856313323895133e+00 1.352422585666948063e-01
6.096000000000000307e-01 -3.280872364191836699e+00 1.363651451926259917e-01
6.096799999999999997e-01 -3.307882030143563856e+00 1.374877664379114128e-01
6.097599999999999687e-01 -3.334885287610723115e+00 1.386101213229634921e-01
6.098399999999999377e-01 -3.361882113009583506e+00 1.397322088675554408e-01
6.099200000000000177e-01 -3.388872482741116077e+00 1.408540280908246456e-01
6.099999999999999867e-01 -3.415856373190838458e+00 1.419755780112662014e-01
6.100799999999999557e-01 -3.442833760729044013e+00 1.430968576467424591e-01
6.101599999999999246e-01 -3.469804621710649517e+00 1.442178660144766145e-01
6.102400000000000047e-01 -3.496768932475271985e+00 1.453386021310559550e-01
6.103199999999999736e-01 -3.523726669347078122e+00 1.464590650124256155e-01
6.103999999999999426e-01 -3.550677808635006372e+00 1.475792536738977645e-01
6.104800000000000226e-01 -3.577622326632659888e+00 1.486991671301471918e-01
6.105599999999999916e-01 -3.604560199618189298e+00 1.498188043952064508e-01
6.106399999999999606e-01 -3.631491403854520961e+00 1.509381644824752677e-01
6.107199999999999296e-01 -3.658415915589203760e+00 1.520572464047142691e-01
6.108000000000000096e-01 -3.685333711054487260e+00 1.531760491740481178e-01
6.108799999999999786e-01 -3.712244766467168500e+00 1.542945718019593238e-01
6.109599999999999476e-01 -3.739149058028822026e+00 1.554128132992975975e-01
6.110400000000000276e-01 -3.766046561925680436e+00 1.565307726762750207e-01
6.111199999999999966e-01 -3.792937254328528685e+00 1.576484489424615776e-01
6.111999999999999655e-01 -3.819821111392924351e+00 1.587658411067944253e-01
6.112799999999999345e-01 -3.846698109259049758e+00 1.598829481775715933e-01
6.113600000000000145e-01 -3.873568224051785691e+00 1.609997691624551475e-01
6.114399999999999835e-01 -3.900431431880563071e+00 1.621163030684650008e-01
6.115199999999999525e-01 -3.927287708839588554e+00 1.632325489019882947e-01
6.116000000000000325e-01 -3.954137031007726844e+00 1.643485056687745138e-01
6.116800000000000015e-01 -3.980979374448395891e+00 1.654641723739311010e-01
6.117599999999999705e-01 -4.007814715209784495e+00 1.665795480219325053e-01
6.118399999999999395e-01 -4.034643029324708863e+00 1.676946316166142426e-01
6.119200000000000195e-01 -4.061464292810682331e+00 1.688094221611758095e-01
6.119999999999999885e-01 -4.088278481669767928e+00 1.699239186581745498e-01
6.120799999999999574e-01 -4.115085571950694465e+00 1.710381201121073114e-01
6.121599999999999264e-01 -4.141885539698247243e+00 1.721520255273071287e-01
6.122400000000000064e-01 -4.168678360871656885e+00 1.732656339045510474e-01
6.123199999999999754e-01 -4.195464011416953021e+00 1.743789442440673854e-01
6.123999999999999444e-01 -4.222242467267193433e+00 1.754919555455453917e-01
6.124800000000000244e-01 -4.249013704342359254e+00 1.766046668081307225e-01
6.125599999999999934e-01 -4.275777698549233286e+00 1.777170770304204728e-01
6.126399999999999624e-01 -4.302534425781622929e+00 1.788291852104725022e-01
6.127199999999999314e-01 -4.329283861920219856e+00 1.799409903457994120e-01
6.128000000000000114e-01 -4.356025982832670174e+00 1.810524914333716817e-01
6.128799999999999804e-01 -4.382760764373422546e+00 1.821636874696112296e-01
6.129599999999999493e-01 -4.409488182383954680e+00 1.832745774504008218e-01
6.130400000000000293e-01 -4.436208212692662300e+00 1.843851603710795484e-01
6.131199999999999983e-01 -4.462920831114745468e+00 1.854954352264379935e-01
6.131999999999999673e-01 -4.489626013452431508e+00 1.866054010107275341e-01
6.132799999999999363e-01 -4.516323735494830238e+00 1.877150567176543994e-01
6.133600000000000163e-01 -4.543013973018004137e+00 1.888244013403824473e-01
6.134399999999999853e-01 -4.569696701784819126e+00 1.899334338715270853e-01
6.135199999999999543e-01 -4.596371897545172835e+00 1.910421533031647079e-01
6.135999999999999233e-01 -4.623039536035840058e+00 1.921505586268262844e-01
6.136800000000000033e-01 -4.649699592980550911e+00 1.932586488335005237e-01
6.137599999999999723e-01 -4.676352044089839843e+00 1.943664229136277677e-01
6.138399999999999412e-01 -4.702996865061270348e+00 1.954738798571092340e-01
6.139200000000000212e-01 -4.729634031579322162e+00 1.965810186533022419e-01
6.139999999999999902e-01 -4.756263519315281130e+00 1.976878382910158272e-01
6.140799999999999592e-01 -4.782885303927461251e+00 1.987943377585197902e-01
6.141599999999999282e-01 -4.809499361061054579e+00 1.999005160435385897e-01
6.142400000000000082e-01 -4.836105666348209375e+00 2.010063721332545073e-01
6.143199999999999772e-01 -4.862704195407880015e+00 2.021119050143014573e-01
6.143999999999999462e-01 -4.889294923846044583e+00 2.032171136727739524e-01
6.144800000000000262e-01 -4.915877827255601851e+00 2.043219970942229957e-01
6.145599999999999952e-01 -4.942452881216258476e+00 2.054265542636511399e-01
6.146399999999999642e-01 -4.969020061294742163e+00 2.065307841655216192e-01
6.147199999999999331e-01 -4.995579343044663112e+00 2.076346857837523263e-01
6.148000000000000131e-01 -5.022130702006590397e+00 2.087382581017192262e-01
6.148799999999999821e-01 -5.048674113707892985e+00 2.098415001022495840e-01
6.149599999999999511e-01 -5.075209553662967110e+00 2.109444107676314850e-01
6.150400000000000311e-01 -5.101736997373133242e+00 2.120469890796095325e-01
6.151200000000000001e-01 -5.128256420326509968e+00 2.131492340193795743e-01
6.151999999999999691e-01 -5.154767797998247580e+00 2.142511445675985282e-01
6.152799999999999381e-01 -5.181271105850371761e+00 2.153527197043777486e-01
6.153600000000000181e-01 -5.207766319331869731e+00 2.164539584092866897e-01
6.154399999999999871e-01 -5.234253413878529493e+00 2.175548596613461338e-01
6.155199999999999561e-01 -5.260732364913163650e+00 2.186554224390376555e-01
6.155999999999999250e-01 -5.287203147845475293e+00 2.197556457202979041e-01
6.156800000000000050e-01 -5.313665738072107736e+00 2.208555284825206855e-01
6.157599999999999740e-01 -5.340120110976521950e+00 2.219550697025519381e-01
6.158399999999999430e-01 -5.366566241929198178e+00 2.230542683566980600e-01
6.159200000000000230e-01 -5.393004106287539123e+00 2.241531234207219114e-01
6.159999999999999920e-01 -5.419433679395751824e+00 2.252516338698378751e-01
6.160799999999999610e-01 -5.445854936649625166e+00 2.263497986814042851e-01
6.161599999999999300e-01 -5.472267853442629004e+00 2.274476168326830527e-01
6.162400000000000100e-01 -5.498672405083029346e+00 2.285450872973947556e-01
6.163199999999999790e-01 -5.525068566868237774e+00 2.296422090488087764e-01
6.163999999999999480e-01 -5.551456314085022825e+00 2.307389810597521573e-01
6.164800000000000280e-01 -5.577835622009400751e+00 2.318354023026049926e-01
6.165599999999999969e-01 -5.604206465906531598e+00 2.329314717492962372e-01
6.166399999999999659e-01 -5.630568821030932369e+00 2.340271883713123946e-01
6.167199999999999349e-01 -5.656922662626333143e+00 2.351225511396917156e-01
6.168000000000000149e-01 -5.683267965925752563e+00 2.362175590250271129e-01
6.168799999999999839e-01 -5.709604706151344189e+00 2.373122109974600547e-01
6.169599999999999529e-01 -5.735932858514626531e+00 2.384065060266898628e-01
6.170400000000000329e-01 -5.762252398216362259e+00 2.395004430819688557e-01
6.171200000000000019e-01 -5.788563300446459614e+00 2.405940211320982125e-01
6.171999999999999709e-01 -5.814865540384181131e+00 2.416872391454366331e-01
6.172799999999999399e-01 -5.841159093198006858e+00 2.427800960898945926e-01
6.173600000000000199e-01 -5.867443934045697418e+00 2.438725909329371444e-01
6.174399999999999888e-01 -5.893720038074159895e+00 2.449647226415781476e-01
6.175199999999999578e-01 -5.919987380419656553e+00 2.460564901823890094e-01
6.175999999999999268e-01 -5.946245936207662730e+00 2.471478925214928568e-01
6.176800000000000068e-01 -5.972495680552940556e+00 2.482389286245674787e-01
6.177599999999999758e-01 -5.998736588559394178e+00 2.493295974568394135e-01
6.178399999999999448e-01 -6.024968635320282040e+00 2.504198979830927208e-01
6.179200000000000248e-01 -6.051191795918119176e+00 2.515098291676648445e-01
6.179999999999999938e-01 -6.077406045424552872e+00 2.525993899744416460e-01
6.180799999999999628e-01 -6.103611358900597139e+00 2.536885793668669509e-01
6.181599999999999318e-01 -6.129807711396472847e+00 2.547773963079359993e-01
6.182400000000000118e-01 -6.155995077951689431e+00 2.558658397601987766e-01
6.183199999999999807e-01 -6.182173433594898349e+00 2.569539086857541288e-01
6.183999999999999497e-01 -6.208342753344107123e+00 2.580416020462583115e-01
6.184800000000000297e-01 -6.234503012206575434e+00 2.591289188029209378e-01
6.185599999999999987e-01 -6.260654185178699649e+00 2.602158579165001484e-01
6.186399999999999677e-01 -6.286796247246238423e+00 2.613024183473118822e-01
6.187199999999999367e-01 -6.312929173384162596e+00 2.623885990552237146e-01
6.188000000000000167e-01 -6.339052938556728911e+00 2.634743989996578550e-01
6.188799999999999857e-01 -6.365167517717333467e+00 2.645598171395852072e-01
6.189599999999999547e-01 -6.391272885808733761e+00 2.656448524335344175e-01
6.190400000000000347e-01 -6.417369017762934114e+00 2.667295038395872120e-01
6.191200000000000037e-01 -6.443455888501080864e+00 2.678137703153740667e-01
6.191999999999999726e-01 -6.469533472933679086e+00 2.688976508180830338e-01
6.192799999999999416e-01 -6.495601745960445150e+00 2.699811443044538573e-01
6.193600000000000216e-01 -6.521660682470383996e+00 2.710642497307810816e-01
6.194399999999999906e-01 -6.547710257341641693e+00 2.721469660529078904e-01
6.195199999999999596e-01 -6.573750445441718604e+00 2.732292922262349877e-01
6.195999999999999286e-01 -6.599781221627333494e+00 2.743112272057148804e-01
6.196800000000000086e-01 -6.625802560744486591e+00 2.753927699458547096e-01
6.197599999999999776e-01 -6.651814437628321919e+00 2.764739194007103662e-01
6.198399999999999466e-01 -6.677816827103341346e+00 2.775546745238953172e-01
6.199200000000000266e-01 -6.703809703983293566e+00 2.786350342685761650e-01
6.199999999999999956e-01 -6.729793043071073733e+00 2.797149975874683725e-01
6.200799999999999645e-01 -6.755766819226064257e+00 2.807945634356352471e-01
6.201599999999999335e-01 -6.781731007306860626e+00 2.818737307681074000e-01
6.202400000000000135e-01 -6.807685582087549037e+00 2.829524985364028633e-01
6.203199999999999825e-01 -6.833630518333760229e+00 2.840308656916882279e-01
6.203999999999999515e-01 -6.859565790802884422e+00 2.851088311847876922e-01
6.204800000000000315e-01 -6.885491374243970064e+00 2.861863939661786205e-01
6.205600000000000005e-01 -6.911407243397611921e+00 2.872635529859870474e-01
6.206399999999999695e-01 -6.937313372996163352e+00 2.883403071939965034e-01
6.207199999999999385e-01 -6.963209737763603080e+00 2.894166555396423535e-01
6.208000000000000185e-01 -6.989096312415597367e+00 2.904925969720145718e-01
6.208799999999999875e-01 -7.014973071659357018e+00 2.915681304398515805e-01
6.209599999999999564e-01 -7.040839990193857645e+00 2.926432548915496312e-01
6.210400000000000365e-01 -7.066697042709729537e+00 2.937179692751580307e-01
6.211200000000000054e-01 -7.092544203889151966e+00 2.947922725383748666e-01
6.211999999999999744e-01 -7.118381448406061018e+00 2.958661636285555563e-01
6.212799999999999434e-01 -7.144208750926017260e+00 2.969396414927074623e-01
6.213600000000000234e-01 -7.170026086106267904e+00 2.980127050774923902e-01
6.214399999999999924e-01 -7.195833428595609149e+00 2.990853533292209265e-01
6.215199999999999614e-01 -7.221630753034599337e+00 3.001575851938612094e-01
6.215999999999999304e-01 -7.247418034055415070e+00 3.012293996170330446e-01
6.216800000000000104e-01 -7.273195246281924931e+00 3.023007955440108474e-01
6.217599999999999794e-01 -7.298962364329541153e+00 3.033717719197175922e-01
6.218399999999999483e-01 -7.324719362805442557e+00 3.044423276887341379e-01
6.219200000000000284e-01 -7.350466216308460865e+00 3.055124617952943433e-01
6.219999999999999973e-01 -7.376202899428973225e+00 3.065821731832805708e-01
6.220799999999999663e-01 -7.401929386749120710e+00 3.076514607962329562e-01
6.221599999999999353e-01 -7.427645652842663537e+00 3.087203235773433030e-01
6.222400000000000153e-01 -7.453351672275051243e+00 3.097887604694579688e-01
6.223199999999999843e-01 -7.479047419603282343e+00 3.108567704150720368e-01
6.223999999999999533e-01 -7.504732869376117499e+00 3.119243523563382525e-01
6.224800000000000333e-01 -7.530407996133967607e+00 3.129915052350622506e-01
6.225600000000000023e-01 -7.556072774408795212e+00 3.140582279926985021e-01
6.226399999999999713e-01 -7.581727178724326777e+00 3.151245195703593072e-01
6.227199999999999402e-01 -7.607371183595899922e+00 3.161903789088081340e-01
6.228000000000000203e-01 -7.633004763530551351e+00 3.172558049484634490e-01
6.228799999999999892e-01 -7.658627893026860534e+00 3.183207966293922775e-01
6.229599999999999582e-01 -7.684240546575169972e+00 3.193853528913193074e-01
6.230399999999999272e-01 -7.709842698657438653e+00 3.204494726736206167e-01
6.231200000000000072e-01 -7.735434323747321983e+00 3.215131549153273371e-01
6.231999999999999762e-01 -7.761015396310015468e+00 3.225763985551188817e-01
6.232799999999999452e-01 -7.786585890802482091e+00 3.236392025313324927e-01
6.233600000000000252e-01 -7.812145781673337730e+00 3.247015657819585233e-01
6.234399999999999942e-01 -7.837695043362743696e+00 3.257634872446358298e-01
6.235199999999999632e-01 -7.863233650302626998e+00 3.268249658566611537e-01
6.235999999999999321e-01 -7.888761576916531126e+00 3.278860005549826817e-01
6.236800000000000122e-01 -7.914278797619690664e+00 3.289465902762033211e-01
6.237599999999999811e-01 -7.939785286818885623e+00 3.300067339565744828e-01
6.238399999999999501e-01 -7.965281018912663491e+00 3.310664305320054623e-01
6.239200000000000301e-01 -7.990765968291218435e+00 3.321256789380584440e-01
6.239999999999999991e-01 -8.016240109336299824e+00 3.331844781099443931e-01
6.240799999999999681e-01 -8.041703416490967982e+00 3.342428269854228473e-01
6.241599999999999371e-01 -8.067155864199063942e+00 3.353007245022856520e-01
6.242400000000000171e-01 -8.092597426820876905e+00 3.363581695948518746e-01
6.243199999999999861e-01 -8.118028078710691986e+00 3.374151611971911158e-01
6.243999999999999551e-01 -8.143447794217046010e+00 3.384716982431341115e-01
6.244799999999999240e-01 -8.168856547682556979e+00 3.395277796662654612e-01
6.245600000000000041e-01 -8.194254313444004012e+00 3.405834043999271810e-01
6.246399999999999730e-01 -8.219641065832188787e+00 3.416385713772127075e-01
6.247199999999999420e-01 -8.245016779172145149e+00 3.426932795309759472e-01
6.248000000000000220e-01 -8.270381427783028983e+00 3.437475277938263907e-01
6.248799999999999910e-01 -8.295734985978024056e+00 3.448013150981251718e-01
6.249599999999999600e-01 -8.321077428064537429e+00 3.458546403759935606e-01
6.250399999999999290e-01 -8.346408728344066219e+00 3.469075025593070793e-01
6.251200000000000090e-01 -8.371728861112279318e+00 3.479599005796989997e-01
6.251999999999999780e-01 -8.397037800658850415e+00 3.490118333685533480e-01
6.252799999999999470e-01 -8.422335521267701353e+00 3.500632998570152310e-01
6.253600000000000270e-01 -8.447621997216867129e+00 3.511142989759850064e-01
6.254399999999999959e-01 -8.472897202778405301e+00 3.521648296561145086e-01
6.255199999999999649e-01 -8.498161112218614477e+00 3.532148908278163746e-01
6.255999999999999339e-01 -8.523413699797865561e+00 3.542644814212566606e-01
6.256800000000000139e-01 -8.548654939770713668e+00 3.553136003663599496e-01
6.257599999999999829e-01 -8.573884806385713375e+00 3.563622465928011351e-01
6.258399999999999519e-01 -8.599103273885662091e+00 3.574104190300160799e-01
6.259200000000000319e-01 -8.624310316507477481e+00 3.584581166071960645e-01
6.260000000000000009e-01 -8.649505908482106875e+00 3.595053382532843456e-01
6.260799999999999699e-01 -8.674690024034715563e+00 3.605520828969837610e-01
6.261599999999999389e-01 -8.699862637384567776e+00 3.615983494667520115e-01
6.262400000000000189e-01 -8.725023722745087085e+00 3.626441368908039364e-01
6.263199999999999878e-01 -8.750173254323723171e+00 3.636894440971060738e-01
6.263999999999999568e-01 -8.775311206322145452e+00 3.647342700133847648e-01
6.264799999999999258e-01 -8.800437552936122287e+00 3.657786135671209915e-01
6.265600000000000058e-01 -8.825552268355579599e+00 3.668224736855530410e-01
6.266399999999999748e-01 -8.850655326764469422e+00 3.678658492956708437e-01
6.267199999999999438e-01 -8.875746702340961747e+00 3.689087393242239665e-01
6.268000000000000238e-01 -8.900826369257368142e+00 3.699511426977184492e-01
6.268799999999999928e-01 -8.925894301680015630e+00 3.709930583424116968e-01
6.269599999999999618e-01 -8.950950473769456295e+00 3.720344851843210843e-01
6.270399999999999308e-01 -8.975994859680337612e+00 3.730754221492184608e-01
6.271200000000000108e-01 -9.001027433561473501e+00 3.741158681626332583e-01
6.271999999999999797e-01 -9.026048169555680900e+00 3.751558221498457191e-01
6.272799999999999487e-01 -9.051057041800033787e+00 3.761952830358972766e-01
6.273600000000000287e-01 -9.076054024425706857e+00 3.772342497455843380e-01
6.274399999999999977e-01 -9.101039091557913352e+00 3.782727212034552866e-01
6.275199999999999667e-01 -9.126012217316088027e+00 3.793106963338185311e-01
6.275999999999999357e-01 -9.150973375813755695e+00 3.803481740607367323e-01
6.276800000000000157e-01 -9.175922541158614720e+00 3.813851533080305223e-01
6.277599999999999847e-01 -9.200859687452364710e+00 3.824216329992710106e-01
6.278399999999999537e-01 -9.225784788790951652e+00 3.834576120577902758e-01
6.279200000000000337e-01 -9.250697819264445343e+00 3.844930894066761473e-01
6.280000000000000027e-01 -9.275598752956925708e+00 3.855280639687674871e-01
6.280799999999999716e-01 -9.300487564018562026e+00 3.865625346696500708e-01
6.281599999999999406e-01 -9.325364226601760009e+00 3.875965004350026555e-01
6.282400000000000206e-01 -9.350228714776671168e+00 3.886299601870851772e-01
6.283199999999999896e-01 -9.375081002609993774e+00 3.896629128480140203e-01
6.283999999999999586e-01 -9.399921064165193130e+00 3.906953573397713431e-01
6.284799999999999276e-01 -9.424748873502347024e+00 3.917272925841982500e-01
6.285600000000000076e-01 -9.449564404678234553e+00 3.927587175029989552e-01
6.286399999999999766e-01 -9.474367631746178020e+00 3.937896310177338988e-01
6.287199999999999456e-01 -9.499158528756263209e+00 3.948200320498290172e-01
6.288000000000000256e-01 -9.523937069755231022e+00 3.958499195205713028e-01
6.288799999999999946e-01 -9.548703228786372676e+00 3.968792923511041959e-01
6.289599999999999635e-01 -9.573456979889748197e+00 3.979081494624369664e-01
6.290399999999999325e-01 -9.598198297102026544e+00 3.989364897754378858e-01
6.291200000000000125e-01 -9.622927154456574428e+00 3.999643122108380577e-01
6.291999999999999815e-01 -9.647643525983308876e+00 4.009916156892250338e-01
6.292799999999999505e-01 -9.672347385708908618e+00 4.020183991310519178e-01
6.293600000000000305e-01 -9.697038707656703949e+00 4.030446614566326469e-01
6.294399999999999995e-01 -9.721717465846584361e+00 4.040704015861379950e-01
6.295199999999999685e-01 -9.746383634295190390e+00 4.050956184396038995e-01
6.295999999999999375e-01 -9.771037187015792824e+00 4.061203109369260766e-01
6.296800000000000175e-01 -9.795678098018349544e+00 4.071444779978625750e-01
6.297599999999999865e-01 -9.820306341309363418e+00 4.081681185420279467e-01
6.298399999999999554e-01 -9.844921890892107896e+00 4.091912314889024072e-01
6.299200000000000355e-01 -9.869524720766509773e+00 4.102138157578270605e-01
6.300000000000000044e-01 -9.894114804929044382e+00 4.112358702679996814e-01
6.300799999999999734e-01 -9.918692117372946981e+00 4.122573939384832076e-01
