L,order,contrast,L2-u1-T,L2-u1-T-rel,dy-L2-u1-T,L-infty-L2-error-u,L-infty-L2-error-ut,L2-L2-error-u_t,bestapprox-L2-u1-T,bestapprox-L2-u1-T-rel,bestapprox-dy-L2-u1-T,bestapprox-L-infty-L2-error-u,bestapprox-L-infty-L2-error-ut,bestapprox-L2-L2-error-u_t
1,2,1.0,0.0235762958878191,0.047152591775638186,0.13188820236449306,0.04354257224198821,1.7347028066915298,0.5115569775576925,0.010838921348254597,0.02167784269650919,7.664177384608634e-15,0.031690431544602056,1.8943905750387546,0.48204570822836057
2,2,1.0,0.004338319297596562,0.008676638595193112,0.028046342503732415,0.008431617023090573,0.4516720471138726,0.13575401930351563,0.0030570186466289447,0.006114037293257882,1.2927632581750156e-14,0.005107118228008008,0.48446288625008743,0.12751704711890025
3,2,1.0,0.0006792862187376209,0.0013585724374752404,0.009682848520712129,0.0016189220136552478,0.11290125600882979,0.034364294454561274,0.0005069891995055939,0.001013978399011187,3.146083779519752e-14,0.0006899625383270412,0.12407271889316106,0.032138744101494594
4,2,1.0,0.00010322092244732517,0.00020644184489464854,0.0035095584559739026,0.00021107964373313942,0.026146528282576603,0.008030027763023724,7.045923050363153e-05,0.00014091846100726185,6.580452025343408e-14,8.7707290192191e-05,0.029849172489453384,0.008043583699304515
