x,y
0.0,-1.69713916843155e-16
0.002004008016032064,-0.017448580696937978
0.004008016032064128,-0.03489093712479565
0.0060120240480961915,-0.05232084723481593
0.008016032064128256,-0.06973209341810342
0.01002004008016032,-0.08711846472356759
0.012024048096192383,-0.1044737590735038
0.014028056112224447,-0.12179178547599599
0.01603206412825651,-0.13906636623337781
0.018036072144288574,-0.15629133914593865
0.02004008016032064,-0.1734605597101137
0.022044088176352703,-0.1905679033103491
0.024048096192384766,-0.2076072674038851
0.026052104208416832,-0.22457257369765263
0.028056112224448895,-0.24145777031653176
0.03006012024048096,-0.2582568339621779
0.03206412825651302,-0.27496377206165445
0.03406813627254509,-0.2915726249051129
0.03607214428857715,-0.30807746777173795
0.038076152304609215,-0.32447241304322444
0.04008016032064128,-0.34075161230400547
0.04208416833667334,-0.3569092584275101
0.044088176352705406,-0.37293958764767826
0.04609218436873747,-0.3888368816150219
0.04809619238476953,-0.4045954694364721
0.0501002004008016,-0.4202097296983096
0.052104208416833664,-0.4356740924714334
0.05410821643286573,-0.45098304129827527
0.05611222444889779,-0.46613111516062833
0.058116232464929855,-0.48111291042771087
0.06012024048096192,-0.4959230827837471
0.06212424849699398,-0.5105563491344001
0.06412825651302605,-0.5250074894913584
0.06613226452905811,-0.5392713488344122
0.06813627254509018,-0.553342838950359
0.07014028056112225,-0.5672169402480701
0.0721442885771543,-0.5808887035490868
0.07414829659318636,-0.5943532518530925
0.07615230460921843,-0.6076057820776375
0.0781563126252505,-0.6206415667715012
0.08016032064128256,-0.6334559558010695
0.08216432865731463,-0.646044378009134
0.08416833667334668,-0.6584023428455181
0.08617234468937875,-0.6705254419689497
0.08817635270541081,-0.6824093508196061
0.09018036072144288,-0.694049830161775
0.09218436873747494,-0.7054427275960772
0.09418837675350701,-0.7165839790407127
0.09619238476953906,-0.727469610181203
0.09819639278557113,-0.7380957378881118
0.1002004008016032,-0.748458571602236
0.10220440881763526,-0.7585544146867775
0.10420841683366733,-0.7683796657460098
0.1062124248496994,-0.77793081990997
0.10821643286573146,-0.7872044700847184
0.11022044088176351,-0.7961973081677189
0.11222444889779558,-0.8049061262279084
0.11422845691382764,-0.8133278176500309
0.11623246492985971,-0.8214593782428324
0.11823647294589178,-0.8292979073107172
0.12024048096192384,-0.8368406086884862
0.1222444889779559,-0.8440847917387869
0.12424849699398796,-0.8510278723119191
0.12625250501002003,-0.8576673736676546
0.1282565130260521,-0.8640009273587415
0.13026052104208416,-0.870026274075778
0.13226452905811623,-0.8757412644531557
0.1342685370741483,-0.8811438598357811
0.13627254509018036,-0.8862321330063078
0.13827655310621242,-0.8910042688726131
0.1402805611222445,-0.89545856511528
0.14228456913827653,-0.8995934327948487
0.1442885771543086,-0.9034073969186253
0.14629258517034066,-0.9068990969668413
0.14829659318637273,-0.910067287377979
0.1503006012024048,-0.91291083799309
0.15230460921843686,-0.9154287344589449
0.15430861723446893,-0.9176200785898749
0.156312625250501,-0.9194840886881732
0.15831663326653306,-0.9210200998229423
0.16032064128256512,-0.9222275640672891
0.1623246492985972,-0.9231060506937809
0.16432865731462926,-0.9236552463280959
0.16633266533066132,-0.9238749550608092
0.16833667334669336,-0.9237650985172784
0.17034068136272543,-0.9233257158856015
0.1723446893787575,-0.9225569639026373
0.17434869739478956,-0.9214591167980942
0.17635270541082163,-0.9200325661967071
0.1783567134268537,-0.9182778209785364
0.18036072144288576,-0.9161955070974404
0.18236472945891782,-0.9137863673577841
0.1843687374749499,-0.9110512611494659
0.18637274549098196,-0.9079911641413556
0.18837675350701402,-0.9046071679332527
0.1903807615230461,-0.9009004796664907
0.19238476953907813,-0.8968724215933244
0.1943887775551102,-0.8925244306052557
0.19639278557114226,-0.887858057720464
0.19839679358717432,-0.8828749675305272
0.2004008016032064,-0.8775769376066259
0.20240480961923846,-0.8719658578654489
0.20440881763527052,-0.8660437298950189
0.2064128256513026,-0.8598126662406861
0.20841683366733466,-0.8532748896515396
0.21042084168336672,-0.846432732287506
0.2124248496993988,-0.8392886348874209
0.21442885771543085,-0.8318451458983659
0.21643286573146292,-0.8241049205665856
0.21843687374749496,-0.8160707199903061
0.22044088176352702,-0.8077454101347947
0.2224448897795591,-0.7991319608100103
0.22444889779559116,-0.790233444611211
0.22645290581162322,-0.7810530358228963
0.2284569138276553,-0.7715940092864739
0.23046092184368736,-0.7618597392320563
0.23246492985971942,-0.7518536980748028
0.2344689378757515,-0.7415794551762381
0.23647294589178355,-0.731040675570987
0.23847695390781562,-0.72024111865938
0.24048096192384769,-0.7091846368663994
0.24248496993987975,-0.6978751742674377
0.2444889779559118,-0.6863167651813664
0.24649298597194386,-0.674513532731409
0.24849699398797592,-0.6624696873743398
0.250501002004008,-0.6501895253985259
0.25250501002004005,-0.6376774273913529
0.2545090180360721,-0.6249378566765785
0.2565130260521042,-0.6119753577221732
0.25851703406813625,-0.5987945545192139
0.2605210420841683,-0.585400148932412
0.2625250501002004,-0.5717969190228606
0.26452905811623245,-0.5579897173436
0.2665330661322645,-0.543983469208615
0.2685370741482966,-0.5297831709358705
0.27054108216432865,-0.515393888065024
0.2725450901803607,-0.5008207535504411
0.2745490981963928,-0.48606896593016635
0.27655310621242485,-0.4711437874714963
0.2785571142284569,-0.45605054229382047
0.280561122244489,-0.44079461446939794
0.282565130260521,-0.425381446102748
0.28456913827655306,-0.4098165353893374
0.2865731462925851,-0.39410543465426306
0.2885771543086172,-0.3782537483716213
0.29058116232464926,-0.3622671311652765
0.2925851703406813,-0.34615128579174026
0.2945891783567134,-0.3299119611058801
0.29659318637274545,-0.3135549500101844
0.2985971943887775,-0.29708608738831443
0.3006012024048096,-0.28051124802368066
0.30260521042084165,-0.26383634450378646
0.3046092184368737,-0.24706732511108592
0.3066132264529058,-0.23021017170110825
0.30861723446893785,-0.21327089756860715
0.3106212424849699,-0.19625554530249398
0.312625250501002,-0.17917018463032133
0.31462925851703405,-0.16202091025308624
0.3166332665330661,-0.1448138396711241
0.3186372745490982,-0.12755511100187025
0.32064128256513025,-0.11025088079026654
0.3226452905811623,-0.0929073218125947
0.3246492985971944,-0.07553062087451953
0.32665330661322645,-0.05812697660412755
0.3286573146292585,-0.04070259724074832
0.3306613226452906,-0.02326369842034732
0.33266533066132264,-0.0058165009582801935
0.33466933867735466,0.011632771369799936
0.3366733466933867,0.029077894048094233
0.3386773547094188,0.046512644041067794
0.34068136272545085,0.06393080201333741
0.3426853707414829,0.08132615454823629
0.344689378757515,0.09869249636426813
0.34669338677354705,0.11602363252865923
0.3486973947895791,0.13331338066721882
0.3507014028056112,0.1505555731697197
0.35270541082164325,0.16774405939001222
0.3547094188376753,0.18487270784008666
0.3567134268537074,0.20193540837730173
0.35871743486973945,0.21892607438399866
0.3607214428857715,0.23583864493872325
0.3627254509018036,0.25266708697828166
0.36472945891783565,0.26940539744985964
0.3667334669338677,0.28604760545243374
0.3687374749498998,0.3025877743667162
0.37074148296593185,0.31902000397286934
0.3727454909819639,0.335338432555236
0.374749498997996,0.3515372389933341
0.37675350701402804,0.3676106448383712
0.3787575150300601,0.383552916374536
0.3807615230460922,0.3993583666643332
0.38276553106212424,0.4150213575772319
0.38476953907815625,0.43053630180090263
0.3867735470941883,0.4458976648343282
0.3887775551102204,0.4610999669620732
0.39078156312625245,0.4761377852090122
0.3927855711422845,0.4910057552748168
0.3947895791583166,0.505698573447513
0.39679358717434865,0.5202109984954235
0.3987975951903807,0.534537853536825
0.4008016032064128,0.5486740278866471
0.40280561122244485,0.5626144788795607
0.4048096192384769,0.5763542336687995
0.406813627254509,0.5898883910000783
0.40881763527054105,0.6032121229599708
0.4108216432865731,0.6163206766981268
0.4128256513026052,0.6292093761227111
0.41482965931863724,0.6418736235684629
0.4168336673346693,0.6543089014367774
0.4188376753507014,0.6665107738072271
0.42084168336673344,0.6784748880199455
0.4228456913827655,0.6901969762283111
0.4248496993987976,0.7016728569213767
0.42685370741482964,0.7128984364155003
0.4288577154308617,0.7238697103146468
0.4308617234468938,0.7345827649388387
0.43286573146292584,0.7450337787202466
0.4348697394789579,0.7552190235664213
0.4368737474949899,0.7651348661901815
0.438877755511022,0.7747777694056825
0.44088176352705405,0.7841442933902031
0.4428857715430861,0.7932310969112013
0.4448897795591182,0.8020349385182016
0.44689378757515025,0.8105526776990863
0.4488977955911823,0.8187812760003825
0.4509018036072144,0.8267177981111399
0.45290581162324645,0.834359412910017
0.4549098196392785,0.8417033944752015
0.4569138276553106,0.8487471230568018
0.45891783567134264,0.8554880860113664
0.4609218436873747,0.8619238786981958
0.4629258517034068,0.8680522053371272
0.46492985971943884,0.8738708798274869
0.4669338677354709,0.8793778265279176
0.468937875751503,0.8845710809968022
0.47094188376753504,0.8894487906930212
0.4729458917835671,0.8940092156367919
0.4749498997995992,0.8982507290303554
0.47695390781563124,0.9021718178382889
0.4789579158316633,0.9057710833272369
0.48096192384769537,0.9090472415648674
0.48296593186372744,0.9119991238778785
0.4849699398797595,0.914625677268887
0.48697394789579157,0.9169259647920551
0.4889779559118236,0.9188991658873179
0.49098196392785565,0.9205445766730944
0.4929859719438877,0.9218616101973764
0.4949899799599198,0.9228497966471066
0.49699398797595185,0.9235087835157706
0.4989979959919839,0.9238383357291428
0.501002004008016,0.9236220626689626
0.503006012024048,0.9215631648810818
0.5050100200400801,0.9174499589099563
