x,y,y_dt,L,k
0.0,3.706917813852821e-05,-0.01981543802354647,3,3
0.002004008016032064,0.007257123862897234,0.5629182567825581,3,3
0.004008016032064128,0.014473392380307582,1.1454255491791372,3,3
0.0060120240480961915,0.02168346644762482,1.7274986898520095,3,3
0.008016032064128256,0.02888493778210426,2.3089299294870043,3,3
0.01002004008016032,0.03607539810100119,2.8895115187699147,3,3
0.012024048096192383,0.04325243912157087,3.4690357083865724,3,3
0.014028056112224447,0.05041365256106862,4.047294749022799,3,3
0.01603206412825651,0.057556630136749734,4.624080891364411,3,3
0.018036072144288574,0.06467896356586948,5.199186386097214,3,3
0.02004008016032064,0.07177824456568317,5.772403483907033,3,3
0.022044088176352703,0.07885206485344606,6.343524435479699,3,3
0.024048096192384766,0.08589801614641349,6.912341491500991,3,3
0.026052104208416832,0.09291369016184069,7.4786469026567834,3,3
0.028056112224448895,0.09989667861698298,8.042232919632847,3,3
0.03006012024048096,0.1068445732290957,8.602891793115017,3,3
0.03206412825651302,0.11375496571543402,9.160415773789119,3,3
0.03406813627254509,0.12062544779325333,9.714597112340945,3,3
0.03607214428857715,0.12745361117980888,10.265228059456351,3,3
0.038076152304609215,0.13423704759235597,10.812100865821119,3,3
0.04008016032064128,0.14097334874814987,11.355007782121067,3,3
0.04208416833667334,0.14766010636444588,11.893741059042057,3,3
0.044088176352705406,0.15429491215849936,12.428092947269844,3,3
0.04609218436873747,0.16087535784756546,12.957855697490292,3,3
0.04809619238476953,0.16739903514889953,13.482821560389192,3,3
0.0501002004008016,0.17386353577975694,14.002782786652393,3,3
0.052104208416833664,0.1802664514573929,14.51753162696568,3,3
0.05410821643286573,0.18660537389906268,15.026860332014902,3,3
0.05611222444889779,0.19287789482202158,15.530561152485825,3,3
0.058116232464929855,0.19908160594352498,16.028426339064318,3,3
0.06012024048096192,0.20521409898082804,16.520248142436163,3,3
0.06212424849699398,0.2112729656511861,17.0058188132872,3,3
0.06412825651302605,0.21724376643535043,17.48955724572266,3,3
0.06613226452905811,0.22313287720976216,17.967769335337547,3,3
0.06813627254509018,0.22894133533715763,18.43925350197787,3,3
