x,y,y_dt,L,k,contrast
0.7234468937875751,-0.5990935893011018,44.502895723531914,4,3,7.5
0.7254509018036072,-0.5923619448282605,44.032348386084465,4,3,7.5
0.7274549098196392,-0.5854534457296593,43.56206479040516,4,3,7.5
0.7294589178356713,-0.5783632558711075,43.08924426763797,4,3,7.5
0.7314629258517034,-0.5710487883784198,42.59537558178061,4,3,7.5
0.7334669338677354,-0.5635131853005098,42.08077823716785,4,3,7.5
0.7354709418837675,-0.5557595886862918,41.545771738134555,4,3,7.5
0.7374749498997996,-0.547791140584679,40.99067558901547,4,3,7.5
0.7394789579158316,-0.5396109830445859,40.415809294145475,4,3,7.5
0.7414829659318637,-0.5312222581149257,39.821492357859384,4,3,7.5
0.7434869739478958,-0.522631679255371,39.209519117325215,4,3,7.5
0.7454909819639278,-0.5138819556072912,38.59650680467129,4,3,7.5
0.7474949899799599,-0.504933663757527,37.96504396652492,4,3,7.5
0.749498997995992,-0.49579043466838496,37.31548218261586,4,3,7.5
0.751503006012024,-0.4864558993021715,36.64817303267381,4,3,7.5
0.7535070140280561,-0.47693368862119334,35.963468096428656,4,3,7.5
0.7555110220440882,-0.467227433587757,35.26171895361007,4,3,7.5
0.7575150300601202,-0.457340765164169,34.543277183947836,4,3,7.5
0.7595190380761523,-0.44727731431273593,33.80849436717173,4,3,7.5
0.7615230460921844,-0.4370738157619912,33.07149074205681,4,3,7.5
0.7635270541082164,-0.4267116579128079,32.32322785868452,4,3,7.5
0.7655310621242485,-0.4161845386198858,31.559747154205425,4,3,7.5
0.7675350701402806,-0.40549659445527064,30.78143681481665,4,3,7.5
0.7695390781563125,-0.3946519619910086,29.988685026715398,4,3,7.5
0.7715430861723446,-0.38365477779914436,29.18187997609872,4,3,7.5
0.7735470941883766,-0.37250917845172415,28.3614098491638,4,3,7.5
0.7755511022044087,-0.3612193005207937,27.527662832107794,4,3,7.5
0.7775551102204408,-0.3498055009517543,26.687913134550733,4,3,7.5
0.7795591182364728,-0.33827628029425166,25.844324669450742,4,3,7.5
0.7815631262525049,-0.3266158283605092,24.988668344683987,4,3,7.5
0.783567134268537,-0.31482869466892516,24.121360766191597,4,3,7.5
0.785571142284569,-0.302919428737898,23.24281853991471,4,3,7.5
0.7875751503006011,-0.29089258008582597,22.3534582717944,4,3,7.5
0.7895791583166332,-0.2787526982311076,21.453696567771843,4,3,7.5
0.7915831663326652,-0.26650433269214113,20.54395003378814,4,3,7.5
0.7935871743486973,-0.2541552848567727,19.626086758657074,4,3,7.5
0.7955911823647294,-0.2417293668389155,18.709085313515722,4,3,7.5
0.7975951903807614,-0.229209000914065,17.78337403183658,4,3,7.5
0.7995991983967935,-0.21659904824980958,16.849390370485757,4,3,7.5
0.8016032064128256,-0.20390437001373773,15.907571786329282,4,3,7.5
0.8036072144288576,-0.1911298273734378,14.95835573623322,4,3,7.5
0.8056112224448897,-0.17828028149649827,14.002179677063634,4,3,7.5
0.8076152304609218,-0.16536059355050753,13.039481065686582,4,3,7.5
0.8096192384769538,-0.15237562470305405,12.070697358968133,4,3,7.5
0.8116232464929859,-0.13933946126377955,11.101207700338685,4,3,7.5
0.813627254509018,-0.1262500887598025,10.127677842541667,4,3,7.5
0.81563126252505,-0.11311040221860662,9.14939837099049,4,3,7.5
0.8176352705410821,-0.09992545316514434,8.166818650358012,4,3,7.5
0.8196392785571142,-0.08670029312436807,7.180388045317086,4,3,7.5
0.8216432865731462,-0.07343997362123027,6.190555920540572,4,3,7.5
0.8236472945891783,-0.060149546180683314,5.197771640701318,4,3,7.5
0.8256513026052104,-0.04683406232767966,4.202484570472182,4,3,7.5
0.8276553106212424,-0.03349597050908117,3.205072330768973,4,3,7.5
0.8296593186372745,-0.020140318960131142,2.2059858303605533,4,3,7.5
0.8316633266533066,-0.0067749263161869504,1.2057547657853505,4,3,7.5
0.8336673346693386,0.006595070560136727,0.20483508003812556,4,3,7.5
0.8356713426853707,0.01996453480622521,-0.7963172838863658,4,3,7.5
0.8376753507014028,0.03332832955946383,-1.7972463829933667,4,3,7.5
0.8396793587174348,0.04668131795723791,-2.7974962742881213,4,3,7.5
0.8416833667334669,0.060018363136932776,-3.7966110147758694,4,3,7.5
0.843687374749499,0.07333833936114684,-4.795324621696661,4,3,7.5
0.845691382765531,0.08665078883129468,-5.797538370260742,4,3,7.5
0.8476953907815631,0.0999319255767542,-6.797255915672191,4,3,7.5
0.8496993987975952,0.11317667677651075,-7.79402710645824,4,3,7.5
0.8517034068136272,0.12637996960954978,-8.787401791146133,4,3,7.5
0.8537074148296593,0.13953673125485666,-9.776929818263099,4,3,7.5
0.8557114228456913,0.15264188889141672,-10.762161036336376,4,3,7.5
0.8577154308617234,0.16569036969821538,-11.742645293893187,4,3,7.5
0.8597194388777555,0.17867710085423794,-12.71793243946078,4,3,7.5
0.8617234468937875,0.19163082015594998,-13.698831866119367,4,3,7.5
0.8637274549098196,0.2045182859189772,-14.675479618385847,4,3,7.5
0.8657314629258517,0.2173291206325455,-15.645607327743488,4,3,7.5
0.8677354709418837,0.23005844972709955,-16.608779286013494,4,3,7.5
0.8697394789579158,0.242701398633084,-17.564559785017053,4,3,7.5
0.8717434869739479,0.2552530927809433,-18.51251311657534,4,3,7.5
0.8737474949899798,0.2677086576011215,-19.45220357250951,4,3,7.5
0.8757515030060119,0.28006321852406457,-20.38319544464087,4,3,7.5
0.877755511022044,0.2923408357997674,-21.315127042105985,4,3,7.5
0.879759519038076,0.3045321822159995,-22.24596921898869,4,3,7.5
0.8817635270541081,0.31660840790755196,-23.166843262404807,4,3,7.5
0.8837675350701402,0.32856498745708895,-24.07733720997597,4,3,7.5
0.8857715430861722,0.34039739544727454,-24.977039099323793,4,3,7.5
0.8877755511022043,0.35210110646077286,-25.865536968069925,4,3,7.5
0.8897795591182364,0.36367159508024816,-26.742418853836025,4,3,7.5
0.8917835671342684,0.37510433588836467,-27.607272794243713,4,3,7.5
0.8937875751503005,0.3864090066743057,-28.464762198777276,4,3,7.5
0.8957915831663326,0.3976154693301364,-29.326725811923303,4,3,7.5
0.8977955911823646,0.40867120863451006,-30.17546746262482,4,3,7.5
0.8997995991983967,0.41957221741278733,-31.01060940455248,4,3,7.5
0.9018036072144288,0.4303144884903287,-31.83177389137684,4,3,7.5
0.9038076152304608,0.44089401469249495,-32.63858317676846,4,3,7.5
