L,order,contrast,L2-u1-T,L2-u1-T-rel,dy-L2-u1-T,L-infty-L2-error-u,L-infty-L2-error-ut,L2-L2-error-u_t,bestapprox-L2-u1-T,bestapprox-L2-u1-T-rel,bestapprox-dy-L2-u1-T,bestapprox-L-infty-L2-error-u,bestapprox-L-infty-L2-error-ut,bestapprox-L2-L2-error-u_t
1,3,1.0,0.008269441985984316,0.016538883971968635,0.055686102063313064,0.009611013417300364,0.3787801296849105,0.10019183738002814,0.004306103674006401,0.008612207348012805,1.7617709910136898e-14,0.005070167541252001,0.3911427071158146,0.08308538596410005
2,3,1.0,0.0005252937009324408,0.0010505874018648814,0.004956726204813533,0.0006867076317428566,0.04603984282966108,0.011492395930962032,0.0002512166001772257,0.0005024332003544513,3.0276176649806026e-14,0.00025392298245608324,0.049877442070071915,0.010784961838252423
3,3,1.0,2.3859045820144313e-05,4.771809164028838e-05,0.0003718818413038883,3.6012293414536246e-05,0.005376894484441512,0.001239159288360737,1.3751602475213462e-05,2.7503204950426785e-05,6.069925106888034e-14,1.601648879582169e-05,0.0066867986603800006,0.0013664962501160468
4,3,1.0,1.2106131320738696e-06,2.4212262641477875e-06,3.2169081975220635e-05,1.916167375983678e-06,0.0006352857041282937,0.00014824577355326577,7.861434829251498e-07,1.5722869658503309e-06,1.1017458181477202e-13,1.00204637864157e-06,0.0008502779365789243,0.00017133603749941946
1,3,1.5,0.017856659283112676,0.06482651316544635,0.13686327896818998,0.028623560237625745,1.6839138210896791,0.4280372711675394,0.01935832894816629,0.07027814926200407,1.2111495430052733e-14,0.031240166294608077,1.8319311500978395,0.4017224598530951
2,3,1.5,0.0012992992846928013,0.004718863187398334,0.011131804310672417,0.0023660598438246592,0.21209656867304236,0.05497985748513223,0.0011549522615894457,0.004194616109332706,1.9624054852165514e-14,0.0013245083116881738,0.22724784058104064,0.05339521249973314
3,3,1.5,7.06562020532164e-05,0.00025661279511908394,0.001012196883456565,0.00017490285040209537,0.02764019435932092,0.006385606900958962,5.5150818298229035e-05,0.0002002995522736143,4.078494387844057e-14,8.111278150271271e-05,0.03346540282054913,0.006876737299903748
4,3,1.5,4.163861110164241e-06,1.5122522946700361e-05,0.00025012427348259904,9.16855671214934e-06,0.003399338348567173,0.0007867025796130604,2.7500924146255694e-06,9.987925760588432e-06,7.072771419931299e-14,5.153472918123894e-06,0.004348947873360857,0.0008662831072062744
1,3,2.0,0.05141365556389158,131938066714887.11,0.40284377148143935,0.07078545463962145,4.890776571321731,1.3306699785353484,0.05532064571862355,141964210976285.7,8.329197417722504e-15,0.08494745648488063,5.3016737663485936,1.1652874356206866
2,3,2.0,0.00412614634904366,10588544352754.51,0.038054928416419324,0.00680262310292289,0.6221895113457502,0.17667650211496674,0.003056717952960241,7844170051380.311,1.3590277784984469e-14,0.005090030243622724,0.5914493556019473,0.15906470859033991
3,3,2.0,0.0003343496264917994,858010247323.3619,0.007842749017589867,0.0004335122234218949,0.08385331271442975,0.021402710296097832,0.0001086671234620399,278862298893.19165,1.440895007432176e-14,0.00024998769400518125,0.09975488433805257,0.02081294844331323
4,3,2.0,2.3536155156926633e-05,60398638751.67511,0.0018012114895857834,2.3536155156926633e-05,0.01074806453492172,0.002700810526185849,3.504781232696948e-06,8993993036.072226,1.590981910542396e-14,1.597805065077217e-05,0.013373597320548615,0.0026408417279115176
1,3,2.5,0.09781901437800394,0.37071133027395664,0.7271513775093017,0.15630968064412418,10.225743424408776,3.0818210504981374,0.1205679436851298,0.45692448524568746,1.598767285210343e-14,0.1608498868904923,11.719598638895523,2.581358018706385
2,3,2.5,0.016800623274831134,0.06274970159789103,0.1386703909208643,0.030343049090112352,1.4591208165695382,0.5231270683176028,0.006275776481266727,0.023439791194205438,2.4066874786304986e-14,0.013364351779997539,1.1823139117244033,0.35552964136518306
3,3,2.5,0.0017553423101183084,0.006556842325735737,0.03149301653787314,0.0023509088251049658,0.19763559779898293,0.06539266876908449,0.0001459189521973659,0.0005450603887228203,4.7823633435906204e-14,0.0005928164334957752,0.22822220863011622,0.04910195865821986
4,3,2.5,0.00010724497128848706,0.00040059901527629007,0.005783646716834426,0.00010724497128848706,0.026770770307057195,0.007764793675229931,5.860713702515843e-06,2.18918995439756e-05,8.52560201796108e-14,3.8408518201569114e-05,0.03188696463918427,0.006289266189916781


