x,y,y_dt,L,k
0.0,-0.5719358080628664,-13.55697886820975,4,3
0.002004008016032064,-0.5796955969618891,-13.739116191016773,4,3
0.004008016032064128,-0.5872455748460232,-13.91658867276065,4,3
0.0060120240480961915,-0.5945836445008388,-14.089316477598373,4,3
0.008016032064128256,-0.6017077087119057,-14.257219769687012,4,3
0.01002004008016032,-0.6086156702647947,-14.420218713183537,4,3
0.012024048096192383,-0.6153054319450759,-14.578233472244918,4,3
0.014028056112224447,-0.6217748965383194,-14.731184211028157,4,3
0.01603206412825651,-0.6280219668300956,-14.878991093690367,4,3
0.018036072144288574,-0.6340445456059743,-15.021574284388542,4,3
0.02004008016032064,-0.6398405356515263,-15.158853947279713,4,3
0.022044088176352703,-0.6454078397523214,-15.290750246520865,4,3
0.024048096192384766,-0.65074436069393,-15.41718334626902,4,3
0.026052104208416832,-0.6558480012619223,-15.538073410681136,4,3
0.028056112224448895,-0.6607165891414342,-15.653624335277012,4,3
0.03006012024048096,-0.6653491358301298,-15.763653216631102,4,3
0.03206412825651302,-0.6697444460212053,-15.867998676325609,4,3
0.03406813627254509,-0.6739011748967175,-15.966618708676961,4,3
0.03607214428857715,-0.6778179776387228,-16.059471308001612,4,3
0.038076152304609215,-0.6814935094292779,-16.146514468615916,4,3
0.04008016032064128,-0.684926425450439,-16.22770618483632,4,3
0.04208416833667334,-0.6881153808842628,-16.303004450979156,4,3
0.044088176352705406,-0.6910586442404703,-16.372605342801698,4,3
0.04609218436873747,-0.6937548233289854,-16.436639618849433,4,3
0.04809619238476953,-0.6962037963519688,-16.494706229980626,4,3
0.0501002004008016,-0.6984048369094017,-16.546797654746314,4,3
0.052104208416833664,-0.7003572186012661,-16.592906371697378,4,3
0.05410821643286573,-0.7020602150275429,-16.633024859384747,4,3
0.05611222444889779,-0.7035130997882143,-16.667145596359312,4,3
0.058116232464929855,-0.7047151464832617,-16.69526106117196,4,3
0.06012024048096192,-0.7056655653699461,-16.71739925314893,4,3
0.06212424849699398,-0.7063628674506067,-16.734073916819582,4,3
0.06412825651302605,-0.7068080250369454,-16.744726228761397,4,3
0.06613226452905811,-0.7070011254491303,-16.74935584555584,4,3
0.06813627254509018,-0.7069422560073302,-16.74796242378424,4,3
0.07014028056112225,-0.7066315040317136,-16.7405456200281,4,3
0.0721442885771543,-0.7060689568424491,-16.7271050908688,4,3
0.07414829659318636,-0.7052547017597053,-16.707640492887904,4,3
0.07615230460921843,-0.7041888261036503,-16.682151482666804,4,3
0.0781563126252505,-0.7028707403158644,-16.651052608459054,4,3
