x,y,y_dt,L,k
0.0,-0.3094688282522728,-53.18846508007235,3,3
0.002004008016032064,-0.31366966856163336,-53.92329745122328,3,3
0.004008016032064128,-0.31776027787447325,-54.637850412102935,3,3
0.0060120240480961915,-0.32173890733435495,-55.33204131657365,3,3
0.008016032064128256,-0.3256038080848412,-56.0057875184972,3,3
0.01002004008016032,-0.32935323126949445,-56.65900637173605,3,3
0.012024048096192383,-0.33298542803187753,-57.29161523015216,3,3
0.014028056112224447,-0.33649864951555297,-57.90353144760766,3,3
0.01603206412825651,-0.3398911468640835,-58.49467237796468,3,3
0.018036072144288574,-0.3431611712210316,-59.06495537508544,3,3
0.02004008016032064,-0.3463069737299601,-59.61429779283198,3,3
0.022044088176352703,-0.3493268055344315,-60.14261698506649,3,3
0.024048096192384766,-0.3522189177780084,-60.64983030565098,3,3
0.026052104208416832,-0.35498156160425337,-61.13585510844774,3,3
0.028056112224448895,-0.3576120197469435,-61.60163994305181,3,3
0.03006012024048096,-0.3601103094064869,-62.04647679786032,3,3
0.03206412825651302,-0.36247682224879124,-62.46957568399131,3,3
0.03406813627254509,-0.36471146924796916,-62.87058425391104,3,3
0.03607214428857715,-0.3668141613781329,-63.24915016008541,3,3
0.038076152304609215,-0.3687848096133955,-63.60492105498051,3,3
0.04008016032064128,-0.3706233249278691,-63.937544591062235,3,3
0.04208416833667334,-0.37232961829566646,-64.24666842079681,3,3
0.044088176352705406,-0.3739020793137662,-64.53330523479747,3,3
0.04609218436873747,-0.3753395407333813,-64.79808939520017,3,3
0.04809619238476953,-0.37664429612339145,-65.03863281161438,3,3
0.0501002004008016,-0.3778161327690676,-65.25481185996071,3,3
0.052104208416833664,-0.37885483795568076,-65.44650291616023,3,3
0.05410821643286573,-0.37976019896850166,-65.61358235613363,3,3
0.05611222444889779,-0.3805320030928014,-65.75592655580179,3,3
0.058116232464929855,-0.381170037613851,-65.8734118910856,3,3
0.06012024048096192,-0.3816737358378715,-65.96622104290637,3,3
0.06212424849699398,-0.3820377401151435,-66.03875264692708,3,3
0.06412825651302605,-0.38226758285861384,-66.08621290789496,3,3
0.06613226452905811,-0.382363281438249,-66.10862702621492,3,3
0.06813627254509018,-0.3823248532240158,-66.10602020229126,3,3
0.07014028056112225,-0.38215231558588103,-66.07841763652914,3,3
0.0721442885771543,-0.38184568589381146,-66.0258445293328,3,3
0.07414829659318636,-0.38140498151777374,-65.94832608110721,3,3
0.07615230460921843,-0.3808302198277346,-65.84588749225703,3,3
0.0781563126252505,-0.3801160337594248,-65.72310078418926,3,3
0.08016032064128256,-0.37926618963013936,-65.57709406526521,3,3
0.08216432865731463,-0.3782828835623345,-65.40643248254506,3,3
0.08416833667334668,-0.3771664463584746,-65.21124860627174,3,3
0.08617234468937875,-0.3759172088210238,-64.99167500668824,3,3
0.08817635270541081,-0.3745355017524463,-64.74784425403777,3,3
0.09018036072144288,-0.37302165595520625,-64.47988891856315,3,3
0.09218436873747494,-0.3713760022317678,-64.18794157050775,3,3
0.09418837675350701,-0.36959547916145474,-63.874935238538974,3,3
0.09619238476953906,-0.36767945574091027,-63.5419866229051,3,3
0.09819639278557113,-0.3656332699279424,-63.18551127981148,3,3
0.1002004008016032,-0.36345770594369353,-62.805688105847345,3,3
0.10220440881763526,-0.36115354800930616,-62.40269599760198,3,3
0.10420841683366733,-0.35872158034592283,-61.97671385166461,3,3
0.1062124248496994,-0.3561625871746859,-61.52792056462455,3,3
0.10821643286573146,-0.35347735271673797,-61.05649503307097,3,3
0.11022044088176351,-0.35066578268970006,-60.563332243497726,3,3
0.11222444889779558,-0.34772253473921866,-60.05369809922244,3,3
0.11422845691382764,-0.34465588405550973,-59.52201218819634,3,3
0.11623246492985971,-0.34146704231167546,-58.968491895601424,3,3
0.11823647294589178,-0.3381572211808178,-58.39335460661938,3,3
0.12024048096192384,-0.3347276323360391,-57.796817706432066,3,3
0.1222444889779559,-0.3311794874504415,-57.17909858022119,3,3
0.12424849699398796,-0.3275139981971271,-56.54041461316865,3,3
0.12625250501002003,-0.3237323762491981,-55.88098319045618,3,3
0.1282565130260521,-0.319829967168796,-55.205800940197776,3,3
0.13026052104208416,-0.315812602008349,-54.511591171367975,3,3
0.13226452905811623,-0.31168337517226274,-53.7973778463801,3,3
0.1342685370741483,-0.30744384432246025,-53.06342878768235,3,3
0.13627254509018036,-0.3030955671208646,-52.310011817722966,3,3
0.13827655310621242,-0.2986401012293989,-51.53739475895019,3,3
0.1402805611222445,-0.29407900430998596,-50.74584543381246,3,3
0.14228456913827653,-0.2894138340245491,-49.935631664757985,3,3
0.1442885771543086,-0.2846430880050107,-49.1094817454355,3,3
0.14629258517034066,-0.2797681690894568,-48.26793301125673,3,3
0.14829659318637273,-0.27479427099356335,-47.408608743094014,3,3
0.1503006012024048,-0.2697232240893807,-46.53183329407759,3,3
0.15230460921843686,-0.26455685874895923,-45.63793101733792,3,3
0.15430861723446893,-0.25929700534434924,-44.72722626600505,3,3
0.156312625250501,-0.2539454942476012,-43.80004339320949,3,3
0.15831663326653306,-0.24850415583076535,-42.85670675208148,3,3
0.16032064128256512,-0.24297400388535206,-41.89818200668533,3,3
0.1623246492985972,-0.23735347085560352,-40.92753222248774,3,3
0.16432865731462926,-0.23164889611877737,-39.941757699689845,3,3
0.16633266533066132,-0.22586234536467098,-38.941229060415296,3,3
0.16833667334669336,-0.21999588428308178,-37.92631692678808,3,3
0.17034068136272543,-0.21405157856380702,-36.89739192093171,3,3
0.1723446893787575,-0.20803149389664408,-35.85482466496993,3,3
0.17434869739478956,-0.20193769597139033,-34.79898578102646,3,3
0.17635270541082163,-0.19577225047784316,-33.730245891225074,3,3
0.1783567134268537,-0.18953421120468056,-32.651232110556805,3,3
0.18036072144288576,-0.18322830233805104,-31.560502095303185,3,3
0.18236472945891782,-0.1768573771327006,-30.45803534874827,3,3
0.1843687374749499,-0.1704237234018226,-29.344229928919084,3,3
0.18637274549098196,-0.16392962895861024,-28.219483893842845,3,3
0.18837675350701402,-0.15737738161625692,-27.084195301546718,3,3
