L,order,contrast,condest,L2-u1-T,L-infty-L2-error-u,L-infty-L2-error-ut,L2-L2-error-u_t,L2-u1-0,H1-u1-0,L2-error-u_t-at-0,H1-dt-at-t-0,bestapprox-L2-u1-T,bestapprox-L-infty-L2-error-u,bestapprox-L-infty-L2-error-ut,bestapprox-L2-L2-error-u_t,bestapprox-L2-u1-0,bestapprox-H1-u1-0,bestapprox-L2-error-u_t-at-0,bestapprox-H1-dt-at-t-0
3,3,1.0,488109921626.10474,9.742997196775732e-05,7.760846176908648e-05,0.00319025602494621,0.000652613069155986,1.3308741251775813e-05,0.0029032560896834676,0.0049682851479083264,0.007871541237591794,2.913554554707711e-07,1.0663845495323401e-05,0.0011046246900664092,0.00020001277519052514,9.59754460827408e-06,0.002820263951441923,0.002892156942901124,0.005712420894343047
3,3,1.5,34704010741.69384,0.000705630711193517,0.00015271063782433582,0.0077551463472510865,0.0018152590730351865,2.5335752154548457e-05,0.00290391448642749,0.007378678062263617,0.010282592548691107,3.623295466265766e-05,1.272842211700227e-05,0.005521637706820061,0.0010218321447216453,1.272842211700227e-05,0.0028180020351107993,0.0064544274306578536,0.009272429465768653
3,3,2.0,8941079915.811434,0.0018749365522992211,0.00019444215854122368,0.021768697781218527,0.006461438816834586,4.406156672038378e-05,0.003385356612375292,0.011659937676609737,0.01504529428898503,0.00015976974143192202,2.814951261291136e-05,0.017141369228515474,0.0030288047307270374,2.814951261291136e-05,0.0028166708654568315,0.011353435341738206,0.014170106207195037
3,3,2.5,3579259635.937242,0.009554557579790148,0.0010992129644275667,0.12933146252574554,0.023087654587203552,8.438143066269156e-05,0.0047378060467854624,0.017791089590519095,0.022528895637304557,0.00027750340214186724,6.967804823198293e-05,0.04088644708893195,0.007330225371203468,6.376565256988121e-05,0.0028344044419110134,0.01749837743721008,0.020332781879121093
3,3,3.0,2447561691.0501776,0.01684942494748087,0.002721279871627175,0.30392942045833843,0.07030480042991986,0.0002730570620299978,0.023398026486790232,0.026809741301613017,0.050207767788403246,7.407407893387835e-05,0.00012676079287070823,0.08237280216797017,0.015384800100622317,0.00012676079287070823,0.002928151220518459,0.02477256884686902,0.02770072006738748
3,3,3.5,2241269319.731937,0.029459142956359197,0.0021756599844764365,0.44606500752914013,0.09773712917735548,0.0003979122945376076,0.03072857072014387,0.03454060863255761,0.06526917935270148,0.0011871262453072404,0.00029490802868621,0.15439720317018113,0.028484477089719035,0.00022489958435855967,0.003214393665732308,0.03303240846542451,0.036246802131156816
3,3,4.0,2171783930.518243,0.07050341293524863,0.0063860609802062615,0.921149913209096,0.17225934904175574,0.0006373869409029093,0.041509586736239903,0.043869770935496245,0.08537935767173616,0.002975992208816841,0.00039878553679848806,0.24142387319620087,0.047549980537159024,0.00036506380731466406,0.003844067529910886,0.04210633621020561,0.0459504037401165
3,3,4.5,1730588212.824696,0.1462707814662934,0.013025647335034559,1.4676370557438165,0.3755536107196222,0.001136380739569365,0.08880016584997047,0.05525290679148888,0.14405307264145933,0.003661721336197418,0.0007717603701237144,0.37664048309925674,0.07446735756095592,0.0005519326617427762,0.004922945493143811,0.0517933546985879,0.05671630019173171
