L,order,contrast,condest,L2-u1-T,L2-u1-T-rel,L-infty-L2-error-u,L-infty-L2-error-ut,L2-L2-error-u_t,L2-u1-0,H1-u1-0,L2-error-u_t-at-0,H1-dt-at-t-0,bestapprox-L2-u1-T,bestapprox-L2-u1-T-rel,bestapprox-L-infty-L2-error-u,bestapprox-L-infty-L2-error-ut,bestapprox-L2-L2-error-u_t,bestapprox-L2-u1-0,bestapprox-H1-u1-0,bestapprox-L2-error-u_t-at-0,bestapprox-H1-dt-at-t-0
1,2,2.5,840.6566123484275,0.6757323803381852,2.0563244163865257,0.8878742891858519,29.539466904889007,8.764160096178532,0.06848910755477162,1.0393359084326497,6.143727182185175,7.183063090617824,0.17477076160377855,0.5318457348106602,0.2214048048007946,10.283190795087485,3.157448169348622,0.06857053160803944,0.9852799741331024,6.144966320406019,7.130246294539122
2,2,2.5,56024.76773146149,0.17697838492585893,0.5385635569407318,0.4376788844414881,20.19974100899321,5.959094405877264,0.006646129559043628,0.2649944950814879,1.0491267459300415,1.3141212410115295,0.0289055238716998,0.08796250320681541,0.038375316580033986,2.511264700838571,0.6646152128621691,0.0063875352362106974,0.18077319616548068,1.0190725521089667,1.1998457482744473
3,2,2.5,3735389.863265304,0.05688788215120184,0.17311571789552377,0.1102113896345967,3.583705609238172,1.2736795711920732,0.0006585031530366044,0.06376603192525704,0.14546015347919572,0.20922618540445276,0.003904255032055753,0.011881052469577016,0.00523519751564843,0.6118387067638146,0.14009311574534067,0.0005173337350480249,0.042937925292992445,0.13635304676332846,0.1792909720563209
4,2,2.5,836909672.5718863,0.013744868677307566,0.04182705909366549,0.020221063812903877,0.6155004883260199,0.25095687028791996,0.00014914666806325103,0.022337969266509775,0.026021193983732083,0.04835916325024186,0.0005649040501017682,0.001719061537842651,0.0007713991581550586,0.14097985038580962,0.03296982400441039,4.988084390562575e-05,0.010189713269230417,0.017336276892110366,0.02752599016134078
1,3,2.5,1945.8992714057254,0.3689524090351492,1.1227603843049516,0.5850439572976289,21.748539007757152,7.242272050562893,0.009363448852885287,0.43317370277793094,0.8306765663553685,1.2638502691332993,0.06244324861911306,0.19002127130755753,0.08923785592034543,2.139220614233163,1.0936737932451248,0.004974568969478922,0.22135315838273673,0.5989570055503849,0.8203101639331216
2,3,2.5,612293.1385210683,0.046804429681128766,0.14243072757400005,0.08353585139326117,3.823148160314003,1.072171752175458,0.0007744371713117896,0.03080543403434679,0.25817504673287167,0.28898048076721844,0.0021973932845175143,0.006686895373200995,0.0032986110549087758,0.31765668118624524,0.07079422253988375,0.0007959233946794392,0.022205215048379183,0.26620272284047186,0.28840793788885105
3,3,2.5,3589063899.564058,0.00955459867401049,0.029075633440855755,0.01028350249667804,0.4141601590117057,0.14420448113113077,8.435872678466795e-05,0.004737130936213404,0.04341374047201941,0.048150871408232813,0.00027750340214186724,0.0008444715968253822,0.00039724586812176773,0.04881238727757365,0.009208154999396347,6.376565256988121e-05,0.0028344044419110134,0.04088644708893195,0.043720851530842965
4,3,2.5,942100036621.0468,0.000371078437610678,0.001129230122362091,0.00048649890584080176,0.04763253124225879,0.010341769097008612,4.500318837863308e-06,0.0005238205008421171,0.005145164895192234,0.005668985396034352,1.5528733395387586e-05,4.725554420545295e-05,2.2154073411966855e-05,0.006402707599165577,0.001036417968313822,4.217455635186572e-06,0.0003535368612908263,0.005363012314323204,0.005716549175614031
